age,poem_date,sex,text,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
, 3. okt 2001,,"Elegantly wasted and i can taste itHere i sit,trying not to face this giftof the beauty mythI cant help but to feel like thisBored…of the beauty whoreCoz my body just wants moreSCARS…i can feel themWOUNDS…i cant heal themred bring my mouth to liveblack revive my hair thats dyedmake up always helps me hidewhat i dont like on the outsideStarlight,starbrightfirst star i see tonighti wish i may,i wish i mighthave the wish i wish tonightA bithday girlA broken heartyou name the drama she played the partLong lost demons leave her godlesslike her powderleave her flawlesssugar coated heart shaped poutlipstick just destrorts her mouthmascara puts her eyes to sleepcoz beauty´s only skin deepBITCH du jourServed on a plattershes so prettybut does it matterMIRROR MIRROR on the wallwatch her break and watch her fallStitch her smileBruise her kneeswalk among ger enemies..",669,669,0.0,0.5088,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['love', 'ever', 'lovedlove', 'dreamedi', 'feelt', 'pain', 'ever', 'live', 'ever', 'love']"
,24. sep 2001,,"Staring over abandoned road…dark skies and crying rainalone,confused and watching stilldark figures move so slowdancing now while iwatch the run byso slowthe dark skies embrace my faceseeing nothing but feeling strangethe rain is talking to me,telling me “it´s all right”no blame,no thoughtsi just lie downi dont carei dont care if i drownlying beside abandoned road embracingdarkness, we lie alonefor hours and hours we rust…my pale face scraping the roadas i try to get up.feeling lost andi cant move,so i just give up.watered eyes alonesad,lying on this cursed groundwatered with my own bloodblack and blue…i lie with youeverything in a blur..",670,670,1.0,0.5172,"feel, make, life, day, die, live, give, thing, find, cry","['hate', 'lovescratch', 'bleeddrippe', 'downflowe', 'feelagony', 'losspain', 'greatnever', 'shall', 'talk']"
,18. sep 2001,,"Twisted like a rosein my headmy mind frozemy heart was deadfeeling so sadas you kissed me,i woke from my sleepit was quiet but deep……trees buired the shadowof my pale face,like the night who dreaded those….who can bury the night with a gaze.As you walked with me through the treesand onto the infinate sea…i thought i failed all of your demandsi thought i failed to make the end…now every night i scream your name.nothing you could say,nothing you can doto make me get bored of you…the ackward silence i love as much as you.nothing you can say,nothing you could do,to make me stop loving you…faces faces said the man,those faces faces i dont understand.cause every day i felt so sad…strange to be with someone that doesnt make me mad.i know i “cant” make my dreams come true,cause all i want is to be with you…every night it gets so dark,here i dont make a sound……im lost and i will probably not be found.trying to hard just to breathe or make a sound..those faces,faces i dont want to know.i dont know what to do,nobodys been as close as you.i think about you all the timei get sick thinking about someone else.i always felt depressed,but with you i feel alivei was always stressed,but by your side i dont need this knive……take this knive from my handim going crazy from the pain..until now my life was just a gameuntil i met youi was so fucking sadim so afraid this can only happen in dreamsim so afraid i´ll wake upif so,please sir just let me sleepthay dont know usthay dont carethay´ll say anythingthay´ll hurt me…i dont mindthay´ll hurt me…thay do it all the timejust today i was reminded of just how far i will be,im to afraid to be alonei drown my sorrows in another zoneim so scared to be alone,to be without you.",671,671,0.0,0.5397,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['get', 'trippingfriend', 'say', 'flippinup', 'late', 'repair', 'shape', 'can', 'wake', 'upwhy', 'break', 'youlost', 'think', 'constant', 'endless', 'water', 'stream', 'know', 'can']"
,12. sep 2001,,"part 1As i gaze upon the weakas thay seekfor salvation, as we speak..death willarise and claim their souland in heaven thay will soak!oh blood and guts thay´ll feed..in them, god will place his seed..and the young virgens stomach he will eat..claiming earth as his own…latersatan will awake and claim his crowngutted men and raped women..satan will seeas he passes heaven with meburned children and dismemberd headshe will dream on his bed…god fuckes his sonto get aheadeverything tryed to wineven dreams of sintogether bury the thinhugry and weakog sin thay will speaksurvivers of heavendrenched in blood….weins and gorethay bite og theire tongueswallow their dreamsand choke on god.thinking satan was an evil fraudthat god will show mercy on their soulinstate of ripping theire heartslowly and painfully apart.. god is a fraud!part 2The virgin is so young and scaredblonde and glad,sigs of godand dreams of heavengets out of bedgoes to churchprays for life and things aheadto pray and pray..is the key for successthinks she all right and ever strongto deal with life.walks,head up highto proud…shes already in the skypasses a strangerone of the strongone filled with anger…so quick…and so sick he stabs his kniveso scared,she prays for her lifedeep inside hes stomach he feels joyto kill,to hunt to rape her prayso good to feel this way..…where is her god today?!?bblur in heaven,but she sees her god…so thankfulk,so full of painher soul he will drainblue and bloody,she lies in the rain..lifeless and dead.her legs he will spreadand fill her dreamsrape her, and build the painshe screams hatered and blashemyso far she could never see..he craves her upwhile bringing her downblood and guts all aroundhe comes in her but she resits to belivein satan she begsjust begs for mercyshe had her chancebut in the end…….god is a fraud!part 3she lies on her bedstrong but so madinside out,she screams of painbeen through and seen it allnow shes one of satan ownstands beside me…servent of hellcommander of my armyand takes my commandswe´re going to fight himfor all that hes done to ushe raped us alland fucked us…in our primeripped to pieces and killed our lifenow we´ve got satan in our veinsand the power of the darknesson our side….and nnow we´ll strike backwith this chaos,we´ll claim our crownso twistedso stronggod will be nothing to uswe´ll make him feel painand make him beg for mercy!the day is soonthe day is nowmy eyes are wide open.",672,672,1.0,0.5056,"feel, make, life, day, die, live, give, thing, find, cry","['lose', 'shadow', 'pastcannot', 'hide', 'donewith', 'move', 'fasti', 'lose', 'chaoscan', 'help', 'lie', 'seehow', 'bad', 'wingsbut', 'alot', 'thingsi', 'bad', 'poet', 'think_different', 'truly', 'show']"
35.0, 6. feb 2002,karlmaður,A poem in English is easier than the jibberish in Icelandish Rules are none words are many endings are few Options are endless write what you want whenever you want about anything you want. Steinar-steuba,673,673,1.0,0.5018,"feel, make, life, day, die, live, give, thing, find, cry","['say', 'want', 'life', 'magnificent', 'story', 'begin', 'realize', 'author', 'everyday', 'opportunity', 'write', 'new', 'page', 'write', 'end']"
34.0,20. feb 2002,kvenmaður,"It was the word on the street,a new couple had arrived in townthey seemed very happy,and their skin colour was brown.Soon their love grew a fruit,a new baby was born.Something just wasn´t right,the dad was out from dusk ´till dawn.He cheated on his wife repeatedly,almost every nightthe only sound heard from their housewere the noises of their fight.One night the neighbours heard no more,he had lost control, called his wife a whore.For the beautiful young mother, there was no turning backfinally she had realized, their lives were seriously off track.As she thought of happy they used to be,while she tried to take a breath,she couldn´t see it coming,but the next thing for her was death.Her last thoughts were all abouthow one man could chance so fastshe heard her murderers baby cryingas she took her last gasp.It was the word on the street“´till death will do us apart”didn´t he feel anythingin his heart ?",674,674,1.0,0.5305,"feel, make, life, day, die, live, give, thing, find, cry","['think', 'day', 'lose', 'defeat', 'dead', 'leave', 'plant', 'snip', 'root', 'alive', 'await', 'water', 'hand', 'new', 'growth', 'emerge', 'life', 'must', 'flow', 'remember', 'free', 'lunch', 'find', 'mousetrap']"
, 3. jan 2001,,"Please can you listen Please can you listen for a moment can you take an advise from a 22year old firmly shivering drunk Because you are a nice little clean girl can you listen to a 22year old firmly, shivering drunk for a moment. Just for a moment because I´ve had a few of those you little girls call moment. 1.First Never leave a place where you can get clean underweare. 2.Second Never write when you drink because than you are facing the risk to leave your clean underwear. 3.Third Never be a posture in your own head. 4.Forth If you see that some eyes are looking old your have to run like hell and thank some god or yourself for the escape because all those old eyes are filled with pictures and stories so that they can´t listen. Those old eyes never listen. 5.Fifth When you see something filthy do at no point try to understand it, because if you change your filthy scale you might get your hands filled with dirt, blood and love for all the filthy ones do not change your filthyness. 6.Sixht Be sure about your healings because they´re not always sexual. Sometimes they appear like pictures of cold, stupid stones and dirty waterfalls. Belive me sometimes they are appearing like pictures of long dead musicians excuse my spelling. 7.Seventh EXCUSE ME I HAVE TO GO AND PISS AT MY FINGERS 8.Eigth When your have the desire to fuck never fuck a 22year old drunk because you will never get out of there satisfied and you will always try again 9.Nienth. Never read the todays newspaper because than you will never be aware of what is going to happen tomorrow 10. Tenth. If you want a drink go to the movies. If you want to fuck go to the movies. If you want some love go to the movies. If you want to get out being cool go to the movies (they also have the godamn porn there)",675,675,0.0,0.5,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['dag', 'jeg']"
, 3. jan 2001,,Please can you listen,676,676,0.0,0.5,"love, heart, eye, time, leave, mind, world, tear, fall, dream","['dag', 'jeg', 'surjeg', 'hedder', 'sin', 'du']"
33.0,10. des 2001,kvenmaður,"i´m rainingit´s rainingfeelingsover the earthall my friends are……..DROWNINGTOO MUCHsoo much ………..for being a teencan´t take itheartbrokencuriustoo fat,too skinnytoo tall,too shortwhatever…..i´m confucedTHE SUN CAME UP NO MORE I´M DONE its over YOU are over it IT´S DONE NOW “Do not worry about your difficulties in mathematics, I can assure you that mine are still greater”-Albert",677,677,1.0,0.5185,"feel, make, life, day, die, live, give, thing, find, cry","['see', 'ever', 'sit', 'cryhope', 'freenow', 'turnyou', 'go', 'take', 'away', 'say']"
33.0,11. júl 2001,kvenmaður,"there was only one personone person who cared for me one person who loved me one person who accepted meone person who understood methat person was my friend that person is gone that person died now i have no one no one to love meno one to trustno one to accept meno one to understand me now i have no oneno one……… “Do not worry about your difficulties in mathematics, I can assure you that mine are still greater”-Albert",678,678,1.0,0.5326,"feel, make, life, day, die, live, give, thing, find, cry","['know', 'mean', 'disecte', 'life', 'take', 'cut', 'endednow', 'know', 'know', 'whole', 'world', 'fuck', 'life', 'make', 'unhappymy', 'shit', 'life', 'go', 'wastedshame', 'priest', 'countryi', 'live', 'lie', 'go', 'help', 'untieset', 'snare', 'leave', 'dieyou', 'regret', 'help', 'kill', 'place', 'head', 'shelfgonna', 'tear', 'body', 'apartmy', 'death', 'fuckin', 'piece', 'art', 'poet', 'dice', 'think_different', 'truly', 'show', 'others_hide']"
, 4. des 2001,,"Tragedy Once when I was thinking about love,And all the beautiful things love brings,I started to think about the one girl I have loved, And all the things she brought in to my life,Why did I loose her where did she go? All of a sudden I remember the one thing she said when she left, “My love! if your love for me is that strongLike you are saying now You can set me free, and trust me! And if I do not come back to you It was never meant to be”,So now I sit and wait Like I have done for a some timethe love ther i gave to youwill last a life time for meI will never love again.",679,679,1.0,0.5738,"feel, make, life, day, die, live, give, thing, find, cry","['hate', 'right', 'hate', 'forsee', 'happen', 'hate', 'people', 'say', 'thing', 'mean', 'also', 'hate', 'fact', 'friend', 'hurt']"
